2021-12-16T00:34:12+00:00,states_groupby_month.sql,8.98,387.01953125,2716.15625,381.34375,43.231572175
2021-12-16T00:34:56+00:00,states_groupby_month.sql,9.2,387.06640625,2716.15234375,381.33984375,43.184223908
2021-12-16T00:35:39+00:00,states_groupby_month.sql,8.98,387.078125,2716.15234375,381.34375,43.211389401
2021-12-16T00:36:23+00:00,states_groupby_month.sql,9.0,387.01171875,2716.24609375,381.33984375,43.173797412
2021-12-16T00:37:06+00:00,states_groupby_month.sql,9.06,386.9609375,2716.15234375,381.34375,43.09457133
2021-12-16T00:37:49+00:00,states_groupby_month.sql,8.99,387.01171875,2716.1484375,381.33984375,43.096402609
2021-12-16T00:38:33+00:00,states_groupby_month.sql,8.98,387.01171875,2716.28515625,381.33984375,43.091709654
2021-12-16T00:39:16+00:00,states_groupby_month.sql,8.99,387.09765625,2716.15625,381.34375,43.127286597
2021-12-16T00:40:00+00:00,states_groupby_month.sql,8.95,387.0703125,2716.0859375,381.33984375,43.227848942
2021-12-16T00:40:43+00:00,states_groupby_month.sql,9.13,386.93359375,2716.1484375,381.33984375,43.159866688
2021-12-16T00:41:27+00:00,states_groupby_month.sql,9.05,387.0,2716.01953125,381.33984375,43.208664484
2021-12-16T00:42:10+00:00,states_groupby_month.sql,9.07,387.0078125,2716.2734375,381.33984375,43.206789843
2021-12-16T00:42:54+00:00,states_groupby_month.sql,8.96,386.96875,2716.23828125,381.34375,43.189344601
2021-12-16T00:43:37+00:00,states_groupby_month.sql,9.03,387.0234375,2716.1484375,381.33984375,43.151437376
2021-12-16T00:44:20+00:00,states_groupby_month.sql,9.01,387.0390625,2716.13671875,381.34375,43.18084262
2021-12-16T00:45:04+00:00,states_groupby_month.sql,9.05,387.0234375,2716.125,381.33984375,43.128669449
2021-12-16T00:45:47+00:00,states_groupby_month.sql,9.2,387.07421875,2716.14453125,381.34375,43.20014933
2021-12-16T00:46:31+00:00,states_groupby_month.sql,8.97,387.078125,2716.12109375,381.33984375,43.087793056
2021-12-16T00:47:14+00:00,states_groupby_month.sql,9.2,387.015625,2716.1484375,381.34375,43.173161412
2021-12-16T00:47:57+00:00,states_groupby_month.sql,9.01,387.046875,2716.15234375,381.33984375,43.146164145
2021-12-16T00:48:41+00:00,states_groupby_month.sql,9.05,387.0625,2716.2734375,381.34375,43.233629401
2021-12-16T00:49:24+00:00,states_groupby_month.sql,9.01,386.98828125,2716.1484375,381.33984375,43.131282104
2021-12-16T00:50:08+00:00,states_groupby_month.sql,9.07,386.94921875,2716.1484375,381.34375,43.095364479
2021-12-16T00:50:51+00:00,states_groupby_month.sql,9.06,386.98046875,2716.15234375,381.34375,43.233910352
2021-12-16T00:51:35+00:00,states_groupby_month.sql,9.15,387.0078125,2716.14453125,381.33984375,43.064155296
2021-12-16T00:52:18+00:00,states_groupby_month.sql,8.99,386.92578125,2716.15625,381.33984375,43.137461917
2021-12-16T00:53:01+00:00,states_groupby_month.sql,9.19,387.125,2716.15234375,381.33984375,43.206756359
2021-12-16T00:53:45+00:00,states_groupby_month.sql,9.05,386.95703125,2716.15625,381.34375,43.107932449
2021-12-16T00:54:28+00:00,states_groupby_month.sql,8.99,387.0703125,2716.28515625,381.33984375,43.213186466
2021-12-16T00:55:12+00:00,states_groupby_month.sql,9.12,387.09375,2716.15625,382.578125,43.227492078
2021-12-16T00:55:55+00:00,states_groupby_month.sql,9.0,387.0078125,2716.15234375,381.34375,43.202450296
2021-12-16T00:56:39+00:00,states_groupby_month.sql,9.0,387.0390625,2716.12109375,381.33984375,43.165961181
2021-12-16T00:57:22+00:00,states_groupby_month.sql,8.97,387.08984375,2716.1171875,395.01171875,43.050107682
2021-12-16T00:58:06+00:00,states_groupby_month.sql,8.99,387.01953125,2716.15234375,381.33984375,43.150230967
2021-12-16T00:58:49+00:00,states_groupby_month.sql,9.06,386.953125,2716.15625,381.33984375,43.11592786
2021-12-16T00:59:33+00:00,states_groupby_month.sql,9.0,386.92578125,2716.1484375,381.33984375,43.163111958
2021-12-16T01:00:16+00:00,states_groupby_month.sql,9.02,387.15625,2716.140625,381.33984375,42.969951161
2021-12-16T01:00:59+00:00,states_groupby_month.sql,9.02,387.1796875,2716.1484375,381.34765625,43.098428746
2021-12-16T01:01:43+00:00,states_groupby_month.sql,9.03,387.125,2716.1484375,381.33984375,43.190522605
2021-12-16T01:02:26+00:00,states_groupby_month.sql,9.05,387.125,2716.09765625,381.34375,43.212264565
2021-12-16T01:03:10+00:00,states_groupby_month.sql,9.14,387.0234375,2716.109375,381.33984375,43.15854953
2021-12-16T01:03:53+00:00,states_groupby_month.sql,8.96,387.0390625,2716.11328125,381.34375,43.159786958
2021-12-16T01:04:36+00:00,states_groupby_month.sql,9.03,387.06640625,2716.15234375,381.34375,43.157276115
2021-12-16T01:05:20+00:00,states_groupby_month.sql,9.15,386.9375,2716.109375,381.33984375,43.153561589
2021-12-16T01:06:03+00:00,states_groupby_month.sql,9.06,386.9765625,2716.15234375,381.34765625,43.099956001
2021-12-16T01:06:47+00:00,states_groupby_month.sql,9.07,386.9140625,2716.15625,381.34375,43.211853547
2021-12-16T01:07:30+00:00,states_groupby_month.sql,9.06,386.96484375,2716.1484375,381.33984375,43.108531209
2021-12-16T01:08:14+00:00,states_groupby_month.sql,9.11,386.95703125,2716.15625,381.34375,43.163247374
2021-12-16T01:08:57+00:00,states_groupby_month.sql,9.18,386.94140625,2716.1484375,381.33984375,43.116317236
2021-12-16T01:09:40+00:00,states_groupby_month.sql,9.05,386.98828125,2716.15234375,381.34375,43.126561577
